CLUE,CLAVE JUR,NOMBRE DE LA UNIDAD INTERNA EN NÓMINA,ESTATUS DE OPERACIÓN,,,,NIVEL DE ATENCIÓN,,
CSSSA017970,7,CENTRO DE SALUD RURAL 1 NB LAS LAURAS ACAPETAHUA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000132,7,CASA DE SALUD SAN JOSE AGUAJAL ACAPETAHUA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000144,7,CASA DE SALUD RIO NEGRO ACAPETAHUA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000156,7,CASA DE SALUD FRANCISCO VILLA ACAPETAHUA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000786,7,CASA DE SALUD MIXCUM CACAHOATAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA002215,7,CASA DE SALUD FRACCION BANDERAS ESCUINTLA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA002220,7,CASA DE SALUD OVANDO TURQUIA ESCUINTLA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA002232,7,CASA DE SALUD SANTA EMILIA ESCUINTLA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA002413,7,CASA DE SALUD CANTON SANTA CRUZ FRONTERA HIDALGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA002442,7,CASA DE SALUD COAPANTES BUENA VISTA HUEHUETAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA002454,7,CASA DE SALUD CANTON CHAMULAPA HUEHUETAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA002466,7,CASA DE SALUD SANTA ELENA HUEHUETAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA002635,7,CASA DE SALUD DELICIAS HUIXTLA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA002640,7,CASA DE SALUD EFRAIN A. GUTIERREZ HUIXTLA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA002664,7,CENTRO DE SALUD RURAL 1 NB JOSE MARIA MORELOS Y PAVON HUIXTLA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA002676,7,CASA DE SALUD CANTON PLAYA GRANDE HUIXTLA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA002681,7,CASA DE SALUD TZINACAL BUENOS AIRES HUIXTLA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA002693,7,CASA DE SALUD LA UNION HUIXTLA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA002705,7,CASA DE SALUD AZTLAN HUIXTLA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA017166,7,CASA DE SALUD DR. SAMUEL LEON BRINDIS MAPASTEPEC,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA003236,7,CASA DE SALUD ABRAHAM GONZALEZ MAPASTEPEC,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA003241,7,CASA DE SALUD BARRITA DE PAJON MAPASTEPEC,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA003253,7,CASA DE SALUD EJIDO IBARRA MAPASTEPEC,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA017994,7,CASA DE SALUD SOLO DIOS MAPASTEPEC,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA003644,7,CASA DE SALUD CANTON CORRALITO MAZATAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA003673,7,CASA DE SALUD LA VICTORIA MAZATAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA003685,7,CASA DE SALUD ADOLFO RUIZ CORTINES MAZATAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA003690,7,CASA DE SALUD LAZARO CARDENAS MAZATAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005271,7,CASA DE SALUD LA FLOR DE LOTE UNO VILLA COMALTITLAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005283,7,CASA DE SALUD LA FLOR DE LOTE II VILLA COMALTITLAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005295,7,CASA DE SALUD MANUEL AVILA CAMACHO VILLA COMALTITLAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005300,7,CASA DE SALUD MONTE FLOR ARRIBA VILLA COMALTITLAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005312,7,CASA DE SALUD MULATAL VILLA COMALTITLAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005324,7,CASA DE SALUD RIO ARRIBA SALVACION VILLA COMALTITLAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005336,7,CASA DE SALUD CANTON SANTA CRUZ LA UNION V COMALTITLAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006374,7,CASA DE SALUD EMILIANO ZAPATA SUCHIATE,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006386,7,CASA DE SALUD TIERRA Y LIBERTAD SUCHIATE,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006415,7,CENTRO DE SALUD URBANO 3 NB TAPACHULA SANTA CLARA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006654,7,CASA DE SALUD CANTON ACAXMAN TAPACHULA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006490,7,CASA DE SALUD FRACCION HERMOSILLO TAPACHULA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018011,7,CASA DE SALUD HIDALGO TAPACHULA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006502,7,CENTRO DE SALUD RURAL 2 NB LLANO DE LA LIMA TAPACHULA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006555,7,CASA DE SALUD SAN CRISTOBAL BUENA VISTA TAPACHULA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018023,7,CASA DE SALUD SAN NICOLAS LAGARTERO TAPACHULA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006572,7,CENTRO DE SALUD RURAL 1 NB TINAJAS 1A. SECC TAPACHULA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006584,7,CASA DE SALUD 3A. SECCION TINAJAS TAPACHULA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006596,7,CASA DE SALUD EJIDO TOLUCA TAPACHULA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006613,7,CASA DE SALUD 2A. SECCION DE TINAJAS TAPACHULA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006625,7,CASA DE SALUD EJIDO CHANJALE SALCHIJI TAPACHULA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006630,7,CASA DE SALUD CANTON PROVIDENCIA TAPACHULA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006642,7,CASA DE SALUD CANTON EL TRIUNFO TAPACHULA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018723,7,CENTRO DE SALUD URBANO 1 NB LAS PALMERAS TAPACHULA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA007675,7,CASA DE SALUD 2A. SECCION IZAPA TUXTLA CHICO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA007680,7,CENTRO DE SSALUD RURAL 1 NB 1A SECC DE MEDIO MONTE TUXTLA CHICO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA007692,7,CASA DE SALUD 2A. SECCION MEDIO MONTE TUXTLA CHICO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA007704,7,CASA DE SALUD TALISMAN TUXTLA CHICO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA007716,7,CASA DE SALUD SECCION LA TOMA TUXTLA CHICO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA017183,7,CASA DE SALUD VICENTE GUERRERO TUXTLA CHICO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA007721,7,CASA DE SALUD CANTON EL SACRIFICIO TUXTLA CHICO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA007733,7,CASA DE SALUD CHIPILIN TUZANTAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA007745,7,CENTRO DE SALUD RURAL 1 NB ISLAMAPA TUZANTAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA007750,7,CASA DE SALUD SEGUNDO CANTON TUZANTAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA007762,7,CASA DE SALUD 29 DE DICIEMBRE TUZANTAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA007832,7,CASA DE SALUD TRINIDAD UNION JUAREZ,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA002611,7,HOSPITAL GENERAL HUIXTLA ,EN OPERACIÓN,NULL,NULL,NULL,SEGUNDO NIVEL,NULL,NULL
CSSSA009244,7,HOSPITAL GENERAL TAPACHULA,EN OPERACIÓN,NULL,NULL,NULL,SEGUNDO NIVEL,NULL,NULL
CSSSA000120,7,UNIDAD MEDICA MOVIL ACUATICA (LA LUPE) ACAPETAHUA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA002652,7,UNIDAD MEDICA MOVIL ESTRELLA ROJA HUIXTLA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA003212,7,UNIDAD MOVIL ADOLFO RUIZ CORTINES MAPASTEPEC,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA003224,7,UNIDAD MOVIL LA PLAYA MAPASTEPEC,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006560,7,UNIDAD MOVIL RANCHERIA SANTA RITA TAPACHULA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012604,7,UNIDAD MOVIL CARAVANA TIPO 0 TOQUIAN CHIQUITO TAPACHULA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012592,7,UNIDAD MOVIL CARAVANA TIPO 0 MANACAL TAPACHULA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018600,7,TAPACHULA (U.N.E.M.E. CAPACITS),EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018624,7,TAPACHULA (U.N.E.M.E. CAPA II ),EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018595,7,TAPACHULA (U.N.E.M.E. SORID),EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018612,7,TAPACHULA (U.N.E.M.E. CAPA I ),EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA017394,7,ALMACEN JURISDICCIONAL (TAPACHULA),EN OPERACIÓN,NULL,NULL,NULL,NO APLICA,NULL,NULL
CSSSA009331,7,CENTRO DE SALUD CON SERVICIOS AMPLIADOS CACAHOATAN DR MANUEL VELASCO SUAREZ,EN OPERACION,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA017295,8,OFICINA JURISDICCIONAL No. VIII (TONALA),EN OPERACIÓN,NULL,NULL,NULL,NO APLICA,NULL,NULL
CSSSA009174,8,CENTRO DE SALUD URBANO 7 NB TONALA ,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA007091,8,CENTRO DE SALUD RURAL 2 NB PUERTO ARISTA TONALA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000506,8,CENTRO DE SALUD RURAL 1 NB PESQUERIA LA GLORIA ARRIAGA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA007115,8,CENTRO DE SALUD RURAL 2 NB CABEZA DE TORO TONALA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA007161,8,CENTRO DE SALUD RURAL 1 NB NOYOLA TONALA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000482,8,CENTRO DE SALUD RURAL 2 NB LA AZTECA ARRIAGA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA007231,8,CASA DE SALUD SAN LUQUEÑO (LA COSTA) TONALA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA007144,8,CENTRO DE SALUD RURAL 1 NB IGNACIO RAMIREZ TONALA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000535,8,CENTRO DE SALUD RURAL 1 NB NICOLAS BRAVO ARRIAGA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000465,8,CENTRO DE SALUD URBANO 6 NB ARRIAGA ,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA017620,8,CENTRO DE SALUD RURAL 1 NB EL MANGUITO TONALA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA007202,8,CASA DE SALUD EL TERRERO TONALA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA007132,8,CASA DE SALUD HUACHIPILIN CALENTURA TONALA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA007185,8,CENTRO DE SALUD RURAL 1 NB PUEBLO NUEVO TONALA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA007214,8,CASA DE SALUD 20 DE NOVIEMBRE TONALA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA009425,8,CENTRO DE SALUD URBANO 3 NB PAREDON TONALA,EN OPERACION,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005020,8,CENTRO DE SALUD CON HOSPITALIZACION PIJIJIAPAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005056,8,CENTRO DE SALUD RURAL 1 NB EL CARMEN  PIJIJIAPAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005061,8,CENTRO DE SALUD R 1 NB NUEVA COAPA ECHEGARAY PIJIJIAPAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005131,8,CENTRO DE SALUD RURAL 1 NB SAN ISIDRO PIJIJIAPAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005102,8,CASA DE SALUD PROGRESO PIJIJIAPAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018665,8,CENTRO DE SALUD RURAL 1 NB PUENTE MARGARITA PIJIJIAPAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000470,8,CASA DE SALUD LAS ARENAS ARRIAGA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000494,8,CASA DE SALUD COL. 5 DE FEBRERO (CALERA) ARRIAGA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000511,8,CENTRO DE SALUD RURAL 1 NB LAZARO CARDENAS ARRIAGA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000523,8,CENTRO DE SALUD RURAL 1 NB PESQUERIA LA LINEA ARRIAGA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018641,8,CENTRO DE SALUD RURAL 1 NB VILLA DEL MAR ARRIAGA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000552,8,CASA DE SALUD AGRICOLA 20 DE NOVIEMBRE ( LA MICA) ARRIAGA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005032,8,CENTRO DE SALUD RURAL 1 NB LAS BRISAS  PIJIJIAPAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018653,8,CENTRO DE SALUD RURAL 1 NB CACHIMBO PIJIJIAPAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005073,8,CENTRO DE SALUD RURAL 1 NB HERMENEGILDO GALEANA PIJIJIAPAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005085,8,CENTRO DE SALUD RURAL 1 NB JOAQUIN AMARO EJI TAMAULIPAS,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005090,8,CASA DE SALUD NUEVA FLOR PIJIJIAPAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005126,8,CASA DE SALUD SALTO DE AGUA PIJIJIAPAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005143,8,CASA DE SALUD TAPACHULITA PIJIJIAPAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005155,8,CENTRO DE SALUD RURAL 1 NB EJIDO LA ESPERANZA PIJIJIAPAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005160,8,CASA DE SALUD RANCH. CHOCOHUITAL (EMB. COSTA AZUL) PIJIJIAPAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005172,8,CASA DE SALUD TUTUAM PIJIJIAPAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005184,8,CASA DE SALUD GUSTAVO LOPEZ GUTIERREZ PIJIJIAPAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005196,8,CASA DE SALUD EJIDO NUEVA URBINA PIJIJIAPAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005201,8,CASA DE SALUD EJIDO EL VERGEL PIJIJIAPAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005213,8,CASA DE SALUD EJIDO LA CONQUISTA PIJIJIAPAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005225,8,CASA DE SALUD NUEVO TENEJAPA (EL RECREO) PIJIJIAPAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005230,8,CASA DE SALUD SAN ANTONIO MANCOMUN PIJIJIAPAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005242,8,CENTRO DE SALUD RURAL 1 NB NUEVO MILENIO SANTA CRUZ PIJIJIAPAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA007103,8,CASA DE SALUD BELISARIO DOMINGUEZ TONALA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA007120,8,CASA DE SALUD LA ESPERANZA TONALA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018670,8,CENTRO DE SALUD RURAL 1 NB LA LAGUNA TONALA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018682,8,CENTRO DE SALUD RURAL 1 NB LA POLKA TONALA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA007226,8,CENTRO DE SALUD RURAL 1 NB EJIDO MORELOS ESTACION MOJARRAS,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA013105,8,CENTRO DE SALUD RURAL 1 NB RANCHERIA EL CONGRESO TONALA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA007243,8,CASA DE SALUD UNION Y PROGRESO TONALA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA007255,8,CASA DE SALUD NATALIO VAZQUEZ PALLARES TONALA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA007074,8,HOSPITAL GENERAL DR. JUAN C. CORZO TONALA,EN OPERACIÓN,NULL,NULL,NULL,SEGUNDO NIVEL,NULL,NULL
CSSSA000453,8,HOSPITAL GENERAL JUAREZ ARRIAGA,EN OPERACIÓN,NULL,NULL,NULL,SEGUNDO NIVEL,NULL,NULL
CSSSA018740,8,HOSPITAL BASICO COMUNITARIO  DR. RAFAEL ALFARO GONZALEZ,EN OPERACIÓN,NULL,NULL,NULL,SEGUNDO NIVEL,NULL,NULL
CSSSA007156,8,UNIDAD MOVIL CENICEROS PIJIJIAPAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005114,8,UNIDAD MOVIL EL TOPON PIJIJIAPAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005044,8,UNIDAD MOVIL EL ROSARIO PIJIJIAPAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000540,8,UNIDAD MOVIL EL FORTIN PIJIJIAPAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA019160,8,TONALA (UNEME CAPA),EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA017406,8,ALMACEN JURISDICCIONAL (TONALA),EN OPERACIÓN,NULL,NULL,NULL,NO APLICA,NULL,NULL
CSSSA009401,8,CENTRO DE SALUD CON SERVICIOS AMPLIADO JOAQUIN MIGUEZ GUTIERREZ,EN OPERACION,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA017300,9,OFICINA JURISDICCIONAL No. IX (OCOSINGO),EN OPERACIÓN,NULL,NULL,NULL,NO APLICA,NULL,NULL
CSSSA004105,9,CENTRO DE SALUD RURAL 1 NB NUEVA MORELIA OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA004250,9,CENTRO DE SALUD RURAL 1 NB PATIHUITZ OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA004163,9,CENTRO DE SALUD RURAL 1 NB CHAVARICO LAS PALMAS OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA003912,9,CENTRO DE SALUD RURAL 1 NB NAZARETH OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA004122,9,CENTRO DE SALUD R. 1 NB SAN JUAN ROMULO CALZ. OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA003854,9,CASA DE SALUD PERLA DE ACAPULCO OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA003895,9,CASA DE SALUD DOLORES LAS PALMAS OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA019674,9,CENTROS DE SALUD CON SERVICIOS AMPLIADOS CHILON ,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA001940,9,CENTRO DE SALUD RURAL 1 NB MEQUEJA CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA001836,9,CENTRO DE SALUD RURAL 1 NB AURORA GRANDE CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018501,9,CENTRO DE SALUD MICROREGIONAL RURAL 1 NB EL CARMEN CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA001911,9,CENTRO DE SALUD RURAL 1 NB JOL-SACJUN CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA002010,9,CENTRO DE SALUD RURAL 1 NB JUNA SABINES VERAPAZ CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA002145,9,CENTRO DE SALUD RURAL 1 NB SAN ANTONIO BULUJIB CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA001952,9,CENTRO DE SALUD RURAL 1 NB PAMAL NAVIL CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA001976,9,CENTRO DE SALUD RURAL 1 NB PINABETAL CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA002104,9,CENTRO DE SALUD RURAL 1 NB CURVA LIQUILWITZ CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA001923,9,CASA DE SALUD EL MAP CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018245,9,UNIDAD MOVIL CARAVANA TIPO 0 NUEVO PINO SUAREZ CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
